id	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_SPLICEOSOME	-0.276516370936278	-0.0102175817571926	-4.70796080491635	7.52395034947587e-06	0.000616442954351859	3.50944114948667
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.360548027377314	0.00823084936698006	-4.63765095542864	9.99834551352436e-06	0.000616442954351859	3.25216748852697
KEGG_PPAR_SIGNALING_PATHWAY	0.167189965934072	0.00831654935037384	4.62192558154133	1.06511403892136e-05	0.000616442954351859	3.19496634333665
KEGG_RNA_POLYMERASE	-0.315683411310583	-0.0124287231681302	-4.5189400894952	1.60660397505157e-05	0.000616442954351859	2.82348439415682
KEGG_OLFACTORY_TRANSDUCTION	0.299333732843946	0.0627803115770764	4.50976768788964	1.66606203878881e-05	0.000616442954351859	2.79066469642993
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.199382186079538	0.0147542636125673	4.46102661876593	2.01944370133942e-05	0.000622661807912989	2.61700611990083
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.228988202878474	0.0205203117113305	4.27196249124823	4.20732701048619e-05	0.00111193642419992	1.95546430554529
KEGG_NON_HOMOLOGOUS_END_JOINING	-0.223334314790082	-0.00535820867093852	-4.0357626950367	0.000102339040146207	0.00217382187853347	1.15708215558251
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.183377123962825	0.0351062232636208	4.02687437433463	0.00010575349679352	0.00217382187853347	1.12767005450613
KEGG_RNA_DEGRADATION	-0.224341480444399	-0.0124469355952762	-3.88323648556237	0.000178570729318416	0.0033035584923907	0.658912224532476
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.289298675307583	0.0667894711683454	3.850813845329	0.00020064174930639	0.00337442942015292	0.554833398865979
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.148806259499458	0.0121200152072631	3.77559135275709	0.000262281590179629	0.00404350784860262	0.315867847987387
KEGG_TASTE_TRANSDUCTION	0.167914897019621	0.053841550687374	3.69806512510449	0.000344419611696152	0.00490135601259909	0.0732963553076278
KEGG_GLUTATHIONE_METABOLISM	0.160714050377291	-0.00493112966138179	3.57625358258896	0.000524421295416749	0.00653071034845458	-0.300072326146952
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.230014834876241	-0.0119592174639152	-3.57341933416472	0.000529517055280101	0.00653071034845458	-0.308645025781494
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.198376722748794	0.00140296208756526	-3.52172252793648	0.000631084742328327	0.00710329159239921	-0.464085097625901
KEGG_LYSINE_DEGRADATION	-0.178656717445893	0.000484184327534121	-3.51172637096798	0.000652734903085333	0.00710329159239921	-0.493937628725037
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	-0.208860999711283	0.00268444958633945	-3.46881520586395	0.000753879626697499	0.00774820727439097	-0.621332786903993
KEGG_BLADDER_CANCER	0.134492374039008	-0.00734181531035559	3.38521448848785	0.000994694740841591	0.00968518563451022	-0.865978489378048
KEGG_TYPE_II_DIABETES_MELLITUS	0.177875828457567	0.00756934016716936	3.3037862271176	0.00129723010901049	0.011999378508347	-1.09969426504424
KEGG_MISMATCH_REPAIR	-0.233092258110031	0.000390475647048964	-3.2810937964741	0.00139576795425724	0.0120131293681635	-1.16401223263722
KEGG_RIBOFLAVIN_METABOLISM	-0.169663384878659	-0.0058605123689908	-3.27386741279672	0.00142858835729512	0.0120131293681635	-1.18441921016807
